id,subject,grade,sourceType,sourceId,lessonId,title,text,profileId,voice,localOutputPath,r2ObjectKey,rawInstanceCount,lessonIds,warning
eng6-p2b-opt-00448,english,6,question-option,mine-929fb4ea,26,mine,mine,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\mine-929fb4ea.mp3,audio/tts/assets/en-v1/question-option/mine-929fb4ea.mp3,6,26,
eng6-p2b-opt-00449,english,6,question-option,i-85bef288,26,I,I,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\i-85bef288.mp3,audio/tts/assets/en-v1/question-option/i-85bef288.mp3,6,26,
eng6-p2b-opt-00450,english,6,question-option,visited-53af1fc1,26,visited,visited,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\visited-53af1fc1.mp3,audio/tts/assets/en-v1/question-option/visited-53af1fc1.mp3,6,26,
eng6-p2b-opt-00451,english,6,question-option,visiting-46e2cd48,26,visiting,visiting,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\visiting-46e2cd48.mp3,audio/tts/assets/en-v1/question-option/visiting-46e2cd48.mp3,6,26,
eng6-p2b-opt-00452,english,6,question-option,visits-8c1393c9,26,visits,visits,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\visits-8c1393c9.mp3,audio/tts/assets/en-v1/question-option/visits-8c1393c9.mp3,6,26,
eng6-p2b-opt-00453,english,6,question-option,hi-tech-eaffc61d,27,hi-tech,hi-tech,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\hi-tech-eaffc61d.mp3,audio/tts/assets/en-v1/question-option/hi-tech-eaffc61d.mp3,4,27|28|30,
eng6-p2b-opt-00454,english,6,question-option,control-847d00fa,28,control,control,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\control-847d00fa.mp3,audio/tts/assets/en-v1/question-option/control-847d00fa.mp3,1,28,
eng6-p2b-opt-00455,english,6,question-option,will-e45ab161,29,will,will,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\will-e45ab161.mp3,audio/tts/assets/en-v1/question-option/will-e45ab161.mp3,24,29|32,
eng6-p2b-opt-00456,english,6,question-option,clean-58f98ffa,29,clean,clean,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\clean-58f98ffa.mp3,audio/tts/assets/en-v1/question-option/clean-58f98ffa.mp3,6,29,
eng6-p2b-opt-00457,english,6,question-option,cleaned-020b758b,29,cleaned,cleaned,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\cleaned-020b758b.mp3,audio/tts/assets/en-v1/question-option/cleaned-020b758b.mp3,6,29,
eng6-p2b-opt-00458,english,6,question-option,cleaning-f8a08f46,29,cleaning,cleaning,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\cleaning-f8a08f46.mp3,audio/tts/assets/en-v1/question-option/cleaning-f8a08f46.mp3,6,29,
eng6-p2b-opt-00459,english,6,question-option,cleans-99dcf4ab,29,cleans,cleans,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\cleans-99dcf4ab.mp3,audio/tts/assets/en-v1/question-option/cleans-99dcf4ab.mp3,6,29,
eng6-p2b-opt-00460,english,6,question-option,did-00dc6902,29,did,did,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\did-00dc6902.mp3,audio/tts/assets/en-v1/question-option/did-00dc6902.mp3,12,29|32,
eng6-p2b-opt-00461,english,6,question-option,might-97f837c4,29,might,might,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\might-97f837c4.mp3,audio/tts/assets/en-v1/question-option/might-97f837c4.mp3,6,29,
eng6-p2b-opt-00462,english,6,question-option,will-be-65945632,29,will be,will be,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\will-be-65945632.mp3,audio/tts/assets/en-v1/question-option/will-be-65945632.mp3,6,29,
eng6-p2b-opt-00463,english,6,question-option,recycle-993bf8ca,31,recycle,recycle,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\recycle-993bf8ca.mp3,audio/tts/assets/en-v1/question-option/recycle-993bf8ca.mp3,3,31|33,
eng6-p2b-opt-00464,english,6,question-option,save-water-ebe43d8b,31,save water,save water,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\save-water-ebe43d8b.mp3,audio/tts/assets/en-v1/question-option/save-water-ebe43d8b.mp3,3,31,
eng6-p2b-opt-00465,english,6,question-option,i-can-use-reduce-in-the-topic-environment-and-green-actions-dd85edea,31,I can use 'reduce' in the topic: environment and green actions.,I can use 'reduce' in the topic: environment and green actions.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\i-can-use-reduce-in-the-topic-environment-and-green-actions-dd85edea.mp3,audio/tts/assets/en-v1/question-option/i-can-use-reduce-in-the-topic-environment-and-green-actions-dd85edea.mp3,1,31,
eng6-p2b-opt-00466,english,6,question-option,reduce-is-not-related-to-this-unit-e5d8f04e,31,'reduce' is not related to this unit.,'reduce' is not related to this unit.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\reduce-is-not-related-to-this-unit-e5d8f04e.mp3,audio/tts/assets/en-v1/question-option/reduce-is-not-related-to-this-unit-e5d8f04e.mp3,1,31,
eng6-p2b-opt-00467,english,6,question-option,reduce-is-a-number-only-c48833a9,31,'reduce' is a number only.,'reduce' is a number only.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\reduce-is-a-number-only-c48833a9.mp3,audio/tts/assets/en-v1/question-option/reduce-is-a-number-only-c48833a9.mp3,1,31,
eng6-p2b-opt-00468,english,6,question-option,reduce-is-always-a-verb-5872356e,31,'reduce' is always a verb.,'reduce' is always a verb.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\reduce-is-always-a-verb-5872356e.mp3,audio/tts/assets/en-v1/question-option/reduce-is-always-a-verb-5872356e.mp3,1,31,
eng6-p2b-opt-00469,english,6,question-option,were-02e196a0,32,were,were,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\were-02e196a0.mp3,audio/tts/assets/en-v1/question-option/were-02e196a0.mp3,6,32,
eng6-p2b-opt-00470,english,6,question-option,at-77834ecc,32,at,at,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\at-77834ecc.mp3,audio/tts/assets/en-v1/question-option/at-77834ecc.mp3,12,32|35,
eng6-p2b-opt-00471,english,6,question-option,off-d2761ef6,32,off,off,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\off-d2761ef6.mp3,audio/tts/assets/en-v1/question-option/off-d2761ef6.mp3,6,32,
eng6-p2b-opt-00472,english,6,question-option,the-if-first-mention-always-98bfe4e8,32,the if first mention always,the if first mention always,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\the-if-first-mention-always-98bfe4e8.mp3,audio/tts/assets/en-v1/question-option/the-if-first-mention-always-98bfe4e8.mp3,6,32,
eng6-p2b-opt-00473,english,6,question-option,we-will-reduce-pollution-36df6941,33,We will reduce pollution.,We will reduce pollution.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\we-will-reduce-pollution-36df6941.mp3,audio/tts/assets/en-v1/question-option/we-will-reduce-pollution-36df6941.mp3,2,33,
eng6-p2b-opt-00474,english,6,question-option,understand-c3bf589f,34,understand,understand,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\understand-c3bf589f.mp3,audio/tts/assets/en-v1/question-option/understand-c3bf589f.mp3,6,34,
eng6-p2b-opt-00475,english,6,question-option,understand-is-not-related-to-this-unit-49979f5a,34,'understand' is not related to this unit.,'understand' is not related to this unit.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\understand-is-not-related-to-this-unit-49979f5a.mp3,audio/tts/assets/en-v1/question-option/understand-is-not-related-to-this-unit-49979f5a.mp3,1,34,
eng6-p2b-opt-00476,english,6,question-option,understand-is-always-a-verb-afede122,34,'understand' is always a verb.,'understand' is always a verb.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\understand-is-always-a-verb-afede122.mp3,audio/tts/assets/en-v1/question-option/understand-is-always-a-verb-afede122.mp3,1,34,
eng6-p2b-opt-00477,english,6,question-option,understand-is-a-number-only-71410335,34,'understand' is a number only.,'understand' is a number only.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\understand-is-a-number-only-71410335.mp3,audio/tts/assets/en-v1/question-option/understand-is-a-number-only-71410335.mp3,1,34,
eng6-p2b-opt-00478,english,6,question-option,i-can-use-understand-in-the-topic-robots-and-abilities-1b1dc224,34,I can use 'understand' in the topic: robots and abilities.,I can use 'understand' in the topic: robots and abilities.,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\i-can-use-understand-in-the-topic-robots-and-abilities-1b1dc224.mp3,audio/tts/assets/en-v1/question-option/i-can-use-understand-in-the-topic-robots-and-abilities-1b1dc224.mp3,1,34,
eng6-p2b-opt-00479,english,6,question-option,will-able-262aee0f,35,will able,will able,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\will-able-262aee0f.mp3,audio/tts/assets/en-v1/question-option/will-able-262aee0f.mp3,6,35,
eng6-p2b-opt-00480,english,6,question-option,are-can-7e96c69f,35,are can,are can,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\are-can-7e96c69f.mp3,audio/tts/assets/en-v1/question-option/are-can-7e96c69f.mp3,6,35,
eng6-p2b-opt-00481,english,6,question-option,could-in-the-future-always-22de6a8a,35,could in the future always,could in the future always,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\could-in-the-future-always-22de6a8a.mp3,audio/tts/assets/en-v1/question-option/could-in-the-future-always-22de6a8a.mp3,6,35,
eng6-p2b-opt-00482,english,6,question-option,cant-75e4cab2,35,can't,can't,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\cant-75e4cab2.mp3,audio/tts/assets/en-v1/question-option/cant-75e4cab2.mp3,6,35,
eng6-p2b-opt-00483,english,6,question-option,couldnt-40886257,35,couldn't,couldn't,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\couldnt-40886257.mp3,audio/tts/assets/en-v1/question-option/couldnt-40886257.mp3,6,35,
eng6-p2b-opt-00484,english,6,question-option,wont-8765f2b0,35,won't,won't,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\wont-8765f2b0.mp3,audio/tts/assets/en-v1/question-option/wont-8765f2b0.mp3,6,35,
eng6-p2b-opt-00485,english,6,question-option,for-dc2d9214,35,for,for,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\for-dc2d9214.mp3,audio/tts/assets/en-v1/question-option/for-dc2d9214.mp3,6,35,
eng6-p2b-opt-00486,english,6,question-option,to-926935d0,35,to,to,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\to-926935d0.mp3,audio/tts/assets/en-v1/question-option/to-926935d0.mp3,6,35,
eng6-p2b-opt-00487,english,6,question-option,with-c86e0d05,35,with,with,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\with-c86e0d05.mp3,audio/tts/assets/en-v1/question-option/with-c86e0d05.mp3,6,35,
eng6-p2b-opt-00488,english,6,question-option,do-can-e1f701f2,35,do can,do can,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\do-can-e1f701f2.mp3,audio/tts/assets/en-v1/question-option/do-can-e1f701f2.mp3,6,35,
eng6-p2b-opt-00489,english,6,question-option,is-can-5d8e61b7,35,is can,is can,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\is-can-5d8e61b7.mp3,audio/tts/assets/en-v1/question-option/is-can-5d8e61b7.mp3,6,35,
eng6-p2b-opt-00490,english,6,question-option,cans-51d5afd6,35,cans,cans,en-v1,en-US-Neural2-F,F:\1_A_Disk_D\khuong-binh\lop6-tts-audio\en-v1\question-option\cans-51d5afd6.mp3,audio/tts/assets/en-v1/question-option/cans-51d5afd6.mp3,6,35,
